,과목명,교수명,수업코드,수강후기,평점
3712,초급중국어,이승희,23139,공부 열심히 하시면 좋은 성적 받을 수 있어요. 교수님께서 열정적으로 수업해주셔서 좋았습니다.,4.00
3713,초급중국어,이승희,23139,학점을 굉장히 후하게 주시는 듯. 공부 하나도 안한 것 치곤 과분한 점수를 받았습니다,3.00
3714,초급중국어,이승희,23139,점수도 잘 주시고 열정적으로 친절하게 가르쳐주심. 후회 없는 강의였음.,5.00
3715,초급중국어,이승희,23139,교수님께서 엄청 엄청열정을 갖고 가르쳐주신다!!! 초급중국어는 상부 지시에 따라 대면 시험이 반드시 필요한 과목이라고 하셔서 우리는 대면 시험을 봤는데 대면시험을 치르지 않은 교수님도 있다구 들었다 ㅠㅠ,4.00
3716,초급중국어,이승희,23139,학점은 비율대로 채워주는 편이라 중간고사때 만점이 많자 기말고사 난이도를 상향 시키심(중간고사는 쉬운편)단어나 문법 설명을 친절하고 자세히 알려줘서 거의 대부분의 학생이 이해함(그래서 만점받는 학생도 많음)외워야하는 단어가 많아서 암기시험이라고 할 수 있음출튀도 웬만하면 봐주시는데 너무 심할경우 중간에 출첵 한번 더 함,5.00
3717,초급중국어,이승희,23139,수업도 재밌게 하시고 질문하면 진짜 자세히 가르쳐주심 다만 중간고사는 외울단어도 알려주시고 시험문제도 쉬웠는데 기말고사는 외울단어도 안알려주시고 범위도 넓은데 시험문제도 어려웠음 기말고사를 잘본것같진 않은데 에이쁠받은거보니까 학점은 잘주시는것같음,4.00
3718,초급중국어,이승희,23139,교수님은 좋으신데 시험난이도 조절 정말 못함  덕분에 기말때 피봄,3.00
3719,초급중국어,이승희,23139,"1. 교수님 매우 친절하심, 학생들 배려해주심2. 중국어 아예 모르는 사람도 충분히 좋은 학점 받을 수 있음3. 출석은 호명으로 진행됨4. 매주 쪽지시험 있었는데 덕분에 중간 기말 시험 치를 때 도움 됨5. 다만 '매주' 있다는 것이 함정, 부담이라면 충분히 부담될 수 있음6. 근데 학생들 요구 반영해서 어느 순간부터는 쪽지시험 없어짐7. 시험 듣기 문제 몇 개랑 나머지는 전부 단답형8. 초급중국어 어차피 들어야 하니까 그냥 이승희 교수님 수업 듣자",5.00
3720,초급중국어,이승희,23139,교수님 완전 천사세요.. 학생들 전체적으로 끌고가시는 능력이 있으신 분입니다.. 시험에 나오는건 여러번 반복해주셔서 시험도 어렵지 않아요. 다들 이승희교수님 하세요..,5.00
3721,초급중국어,이승희,23139,이승희 교수님 짱입니다. 학점느님이시고 학생들이 모르면 재미있게 차근차근 알려주시는 분이세요.초반에는 매주 단어시험이 있었는데 중간강의평가에서 학우분들이 힘들다고 해서 중간고사 이후로 안 했습니다.그만큼 학우 분들의 피드백을 잘 반영하시는 분이고 수업도 일찍 끝내주시고 잘 가르쳐주세요!!!,5.00
3722,초급중국어,이승희,23139,"중국어 강의는 이거 들으세요 빛 꿀 갓지루하다고 누가그래요 그건 걍 식곤증 많은 사람이라 자기가 조는것임ㅋㅋㅋ 아진짜 잘가르쳐주시고 재미있게 배울수있고 조곤조곤 하지만 재미있게 중국어 가르쳐주세요. 중국학과 교수님이신데 진짜 ""잘 가르치심"" 그리고 인성이 매우 좋고 사랑스러운 교수님이십니다",5.00
3723,초급중국어,이승희,23139,이승희 교수님 수업 너무 재밌게 들은사람인데 중간중간에 중국관련 이야기 해주시고 이해가 잘되게 잘가르쳐주셔서 중국어 태어나서 처음배우는데 A+ 받았음 교수님 사랑합니다  수업시간에 집중하면 어디에서 시험 나오는지 다 알려주시고 시험 보기 일주일전에 그냥 다 뭐나오는지 하나하나 알려주시니까 막 미리미리 공부할필요까지는 없고 수업시간에 수업 이해 다하고 적당히 외운다음에 시험보기전에 외우라는거 정확하게 외우면됨. 다만 출석체크 호명하실때 목소리 작으면 못들으시고 결석체크되기 쉬우니까 잘들리게 대답하는게 좋음.,5.00
3724,초급중국어,이승희,23139,교수님은 굉장히 착하시고 배려심있으심. 수업이 진짜 엄청나게 지루하지만 이건 뭐 다른수업도 마찬가지니까 감안할만함. 시험은 진짜 공부 한만큼 나오는듯,4.00
3725,IC-PBL과비전설계,김명희,23160,교수님 사랑합니다 ㅠㅠㅠㅠㅠ 대학 생활 가운데 빛 같은 교수님이십니다.,5.00
3726,초급중국어,WU XIAOLI,23234,외국인 교수님이라 그런지 유도리가 1도 없고 엄청 깐깐하다. 시험이나 수업자체는 그냥저냥 들을만하다. 하지만 억울한 일이 발생해도 책임은 학생이 져야하기 때문에 듣기 전에 각오하시길! ( 필자는 줌 오류로 인해 시험날 정상적으로 접속했음에도 불구하고 시험을 보지 않은 것으로 처리되었다 ),1.00
3727,초급중국어,WU XIAOLI,23234,"실시간 강의라 줌으로 들어가야 하고 화면을 켠 상태로 수업을 들어야 한다는 점에서 조금 번거로움이 있지만 , 오히려 이런 부분때문에 딴 짓 안하고 수업에 더 집중할 수 있음 . 중국어는 처음 배우는데도 수업만 잘따라가면 잘 이해됨 .pdf 파일 과 녹음본을 따로 올려주셔서 그걸로 혼자 복습도 할 수 있어서 좋음.교수님도 중국에서 태어나셔서 발음이 정말 좋으시고 시간도 딱딱 맞춰주심 아직 시험은 안봐서 모르지만 강의는 훌륭함",5.00
3728,IC-PBL과비전설계,이성욱,23308,과제 목록 중에서 2개만 골라서 하면 되고 여기에 플러스 감상문만 쓰면 됨. 피비엘 한 번도 안 부르시고 패스 주시는 교수님을 놓쳤다면 괜히 다른 곳 기웃거리지 말고 이성욱 교수님ㄱㄱ.,4.00
3729,초급중국어,이수진,23317,그냥 재미있게 수업들었던 과목 고딩때 중국어 좀 배웠으면 이 수업도 쉽게 들을 수 있음 교수님도 배려 많이해주시고! 근데 기말에 타임어택 때문에 좀 당황하고 망쳤다 생각했는데 에이쁠 나옴 교수님 감사합니다!!!,3.00
3730,초급중국어,이수진,23317,기말시험운영은 좀 어수선했지만 수업자체는 재밌고 강사님이 열심히 해주심  시험도 기말진짜 망쳤다생각했는데 에쁠받을만큼 후하게 주심,5.00
3731,초급중국어,이수진,23317,중국어를 쉽고 잘 가르쳐주는 교수님! 중국어에 대해 하나도 몰랐었는데 이수진 교수님 덕분에 조금이나마 알 수 있었음. 과제도 어렵지 않게 내주심 넘 좋으심,5.00
3732,초급중국어,이수진,23317,온라인 강의임에도 불구하고 학생들 참여 최대한 이끄시려고 노력하시는 참교수님임. 과제도 30분컷으로 가능함. 본인 기말 망쳤음에도 에이쁠 나온거 보니 학점도 꽉꽉 채워주시는듯. 시험은 전주에 알려주시는 내용 외우고 들어가면 70점 이상은 맞을 수 있음.,5.00
3733,초급중국어,이수진,23317,"이번 학기는 실시간 온라인 강의로 진행되었습니다. 교수님께서 학생들 이름을 호명하시면 해당 학생이 마이크를 켜고 대답을 하는 방식으로 학생들이 수업에 참여할 수 있었어요. 중간 시험 이후부터는 거의 매주 과제가 주어졌는데 복습 차원에서 꼭 필요한 과정이라고 생각해서 저는 좋았습니다. 비대면 온라인 강의였지만 과제 열심히 하고 수업에 성실하게 참여하면 교수님께 좋은 인상 남길 수 있다고 생각해요. 기말 시험은 원래 대면으로 계획되어 있다가 비대면으로 바뀌어서 컨닝 방지로 짧은 시간 내에 문제를 풀어야 했는데 난이도가 정말 어려웠어요. 하지만 모두가 어려웠기 때문에 학점은 본인이 한 만큼 잘 나옵니다. 개인적으로 변별력 있는 방식이라고 생각해서 좋았어요. 저는 과제, 출석, 중간, 기말 과제 모두 만점 받고 기말 시험을 80점대 받았는데 A+ 나왔어요. 교수님께서 학생들 빠짐없이 챙겨 주려고 노력하시는 게 느껴졌고 강의도 재미있게 잘해주세요. 빡세게 공부할 필요는 없고 과제 빠짐없이 할 정도의 성실성만 있으시다면 학점 수월하게 받아갈 수 있을 겁니다.",5.00
3734,초급중국어,이수진,23317,강의는 재밌는데 코로나에 첫 강의시라 시험방식이나 한자 외우는 게 힘듭니다,4.00
3735,초급중국어,이수진,23317,너무 힘들어유 ㅠㅠㅠㅠ 실강 하는 것도 함들고 시험도 힘들어...,2.00
3736,학술영어1:통합,Amanda Marie Dow,23373,매주 얼굴 나오게 동영상찍는 과제가 있지만 몇 분 안되는 간단한 거여서 할만했고 시험도 괜찮았어요~교수님도 좋으십니다,5.00
3737,학술영어1:통합,Amanda Marie Dow,23373,매주 얼굴나오게 동영상찍는 과제있음 수업 거의 안들어도 중간 기말고사 나무 쉽게나와서 푸는데 지장없는듯,2.00
3738,학술영어1:통합,Amanda Marie Dow,23373,코로나로 인해 싸강이 되면서 많은 기준들이 바껴서 과제가 많았던것 같은데 다 할만하고 나름 재밌었음 매주 해야하는게 귀찮지만 시간 많이 안잡아먹고 시험도 지문 몇번 읽으면 쉽게 느낄꺼임 들어보니 학점도 잘 주시는듯,5.00
3739,학술영어1:통합,Amanda Marie Dow,23373,별로였다. 초딩도 알만한 문법을 가르치셨다. 시험도 쉬워서 하나 실수하면 골로 간다. 과제도 요상한 과제.. 비대면이라 그런지 매주 동영상 올려야 했다. (본인 얼굴 나오게 - 모두가 다 보고 서로 질문하고 답하게 함),2.00
3740,학술영어1:통합,Amanda Marie Dow,23373,과제는 매 수업마다 있었는데 10분이면 끝나는 별거 아니었습니다 시험은 그냥저냥 무난한 난이도정리하면 빡세게 수강신청해서 들을 교수님은 아닌데 자리없어서 학술영어 아무거나 들어야하면 나쁘지 않습니다,4.00
3741,학술영어1:통합,Amanda Marie Dow,23373,응 난 A+이야~ 5점을 줄거야~  근데 이거 때문에 캠 키고 마이크 사고 개고생하긴 함,5.00
3742,학술영어1:통합,Amanda Marie Dow,23373,교수님 완전 천사이십니다. 그냥 시키는 것만 해도  A+ 나오는 것 같습니다. 매주 과제가 있는데 진짜 5분이면 다 끝냅니다. 시험도 쉽고 계속 반복 수업 해주시기 때문에 수업도 어려울 것도 없습니다.(교재 자체도 쉬움),5.00
3743,학술영어1:통합,Amanda Marie Dow,23373,대면에서는 모르겠다만 비대면이라면 듣지마십쇼!과제 : 매주 자신의 얼굴이 나오도록 하는  영상 과제 + @시험 : 중간 + 기말 + 기말때 영상제출(스크립트 포함)과제가 매주 자신의 얼굴이 나와야했고 거부감이 있다면 비추시험은 중간 41문제 기말 31문제였던걸로 기억하고 주관식이 2문제씩 있었음 다른 교수님들과 다르게 넉넉한 시간을 주신다는게 장점임기말 영상제출은 주제를 정하고 그것에 대해 스크립트 작성한 것을 가지고 영상을 찍고 제출이였음. 스크립트 작성시 배웠던 phrase 및 단어를 사용했어야해서 신경쓸 것이 꽤 많았음.모두가 귀찮아해서 열심히 하는 사람이라면 뭐 좋은 성적 받을순 있겠지만 다른 교수님들꺼 강의평보고 잘 생각해보세요 ㅎㅎㅎ,1.00
3744,학술영어1:통합,Amanda Marie Dow,23373,과제는 일단 매우 많다. 밑 글들에 잘 나와 있듯이 엄청 어렵고 까다롭다기 보다는 귀찮은 느낌. 강의도 봤던거 또 보고 봤던거 조금 바꿔서 보고 이런 식으로 매주 진행되었다. 온라인 강의인지라 수업에 열정이 있었는지 없었는지 판단하기에는 무리가 있지만 수업 퀄리티가 너무 떨어진다. A+이 나오긴 했지만 학점을 뿌린건지는 잘 모르겠다. 그만큼 평가기준이 매우 애매하다. 일단 돨수있으면 다른 교수님 수업 듣는 걸 추천,2.00
3745,학술영어1:통합,Amanda Marie Dow,23373,시험채점의 기준도없는것같고 별로얻어갈게 없었던강의 그냥 리스닝연습하는용도였던것같음...,2.00
3746,학술영어1:통합,Amanda Marie Dow,23373,so so과제가 너무 많음이상한데서 깐깐할 때 있음그 외엔 괜찮음,4.00
3747,학술영어1:통합,Amanda Marie Dow,23373,"매주 과제가 많고, 중간고사와 기말고사 둘 다 보는 데다 기말 발표까지 있습니다. 적어도 이 정도였다면 1점을 주지는 않았겠지만 문제는 배우는 내용에 있습니다. 도대체 중학교 수준의 어휘나 문법을 왜 비싼 등록금을 내 가면서 배워야 합니까? 오히려 작년에 수강한 공학영어가 훨씬 수준이 높았습니다. 배우는 단어의 수준이나 독해의 수준은 도저히 대학생의 그것이라고 보기 어렵습니다. 도대체 이런 과목이 왜 필수 이수 과목인지 의문입니다.",1.00
3748,학술영어1:통합,Amanda Marie Dow,23373,"과제: 매주 얼굴 나오게 영상 촬영 2회(블랙보드에 영상 공유), 다른 학생들의 영상 보고 질문 및 이에 대한 답변시험: 중간고사, 기말고사 총 2회발표: PPT 제작 및 발표 대본 작성(기말고사 시간에 진행)총평: 온라인으로 수업이 대체되어 노파심에 다양한 과제를 내셨는지 모르겠으나, 요구하는 것이 많아 힘들었음. 과제가 많아 편하게 들을 수 있는 수업은 아님. 과제를 얼굴 나오게끔 영상으로 공유하는 것에 거부감이 있다면 비추천. 허나, 기말고사 기간에 기말고사도 보고, 발표도 시키는 교수님이 좋다면 강력 추천.",1.00
3749,초급중국어,정민경,23375,"수업 매주 열심히 듣고 한자, 한어병음 달달 외우고 시험 봐서 에이쁠 받음 교수님이 정말 열정적으로 가르쳐주시고 학생들을 생각해주셔서 너무 감사했고 중국어에 흥미가 생겼다 귀여우신 교수님 잊지 못할거 에요 ㅠㅠ",5.00
3750,초급중국어,정민경,23375,밑에 이미 잘 써놔서 이 교수님 평점 높이러 옴진짜 사랑합니다 교수님❤️시험 저렇게 쳤는데 성적이 이렇게 나온게 신기할 정도로 잘 주심,5.00
3751,초급중국어,정민경,23375,"교수님이 사랑스러울 정도이다. 중국이라는 나라를 혐오했음에도 불구하고, 교수님이 가르치는 중국어는 너무나도 즐거웠다.",3.00
3752,초급중국어,정민경,23375,저번 학기에는 말하기 시험이 있었던 것 같은데 이번에는 지필 시험만 두 번 봤음 어떻게 나올지 모르겠어서 다 외워 갔는데 지엽적인 것은 없고 중요한 것들만 나옴. 공부한 만큼 어렵게 나오지 않아서 아쉬웠음. 그래도 원하던 점수 받아서 추천함.,5.00
3753,초급중국어,정민경,23375,"-수업방식매주 한시간짜리 영상하나+오분-십분만에 끝낼 수 있는 과제, 중간 기말 시험 전주에는 실시간 강의함. 실시간 강의 때는 발음 따라하게 시키는데 켜놓고 자는애들 다 걸림.-시험난이도본문에 충실하면 다 맞힐 수 있음. 강의할 때 추가로 적어주신 단어도 시험범위에 포함된다 하셨는데 내진 않으셨음. 학생들 배려를 굉장히 잘해주심. 시험 범위도 중간 1-5 기말 6-8로 굉장히 적었다.-교수님인권감수성이 굉장히 높으신 분이다. 학점도 왠만하면 쁠붙여서 주시고 학생들 편의 봐주시려하고 학기초엔 네이버 설문지 돌려서 불만사항 참고해주신다. 캠이나 음질도 좋은편.-총평학점도 잘 주시고 에이비율 40퍼 꽉 채워서 주신다 하셨다. 교양이라 부담없이 진행하려 계속 노력하신다. 교수님 굉장히 귀여우시고 열심히 가르쳐주신다. 강추요!!",5.00
3754,초급중국어,정민경,23375,열심히하면 그만큼 학점 잘주심. 학생들을 누구보다 우선으로 생각하는게 느껴져서 너무감사드렸음.,5.00
3755,초급중국어,정민경,23375,밑 강의평들에 전적으로 공감합니다교수님은 정말 좋으신 분이지만...시험은 너무 힘들었어요 ㅠㅠㅠ그래도 B+ 주셔서 중국어 진짜 못했던 사람으로서 만족...,3.00
3756,초급중국어,정민경,23375,교수님 자체는 정말 좋은 분이신데 시험 관련해서는 불만족..시험범위도 좁고 학생들을 생각하시는 마음이 크셔서 공부하는 과정에서 부담은 적지만 코로나로 인해 시험이 중국어 말하는 영상을 녹화해서 보내는거였는데 솔직히 시험 방식은 정말 부담스러워서 공부를 했다 하더라도 시험 상황에 따라 점수가 뒤집힐 수 있었다. 교수님은 정말 좋은 분이셔서 크게 원망할 마음은 없지만 별로 좋게 남는 과목은 아님,3.00
3757,초급중국어,정민경,23375,교수님이 학생들과 소통을 많이 하시려고 노력하시는 모습이 보여요! 시험 성적은 공부한 만큼 나오는 것 같구요 !,4.00
3758,초급중국어,정민경,23375,"일단 어떤 교수님의 강의를 들어야 할지 고민이라면 무조건 정민경 교수님 들으세요!! 진짜 ㄹㅇ 너무너무 좋았습니다. 일단 교수님이 좋으신건 다들 알고있을테니 패스! 코로나 때문에 정신 없으셨을텐데도 학생들 의견 최대한 맞춰주시고자 여러번 설문조사 해주신 분은 정말 이 교수님이 유일했습니다.... 그리고 코로나로 인해 온라인 실시간 수업으로 진행되었는데, 중간고사는 집에서 말하기 시험 봤고, 기말고사는 직접 학교가서 대면 지필고사로 봤습니다. 저도 중국어 처음 배워서 중간고사는 매우매우 조졌....고 ㅎㅎ 대신 기말고사는 교수님이 강조하신 부분에서 거의 다 나왔습니다! 한자랑 한어병음 제대로 외웠다는 가정하에 시험은 그렇게 어렵지는 않았어요! 그리고 교수님 학점 매우 잘 주심! 기말 제대로 공부했더니 a+ 나왔습니다! 아 그리고 중국어 처음 배우는 학생들도 쉽게 따라갈 수 있게 하나하나 설명해주시고 발음 한명한명 다 체크해주시려고 노력하십니다!! 결론은 교수님 사랑합니다~",5.00
3759,초급중국어,정민경,23375,"매우 열정적이시고, 학생들을 배려해주시는 마음을 느낄 수 있었다. 중국어뿐만 아니라 수업 중간에 문화도 함께 설명해주셔서 수업이 재미있게 진행되었다. 그래서 수업은 편한 마음으로 임할 수 있었고, 시험 문제도 수업하신 내용만 열심히 공부하면 좋은 성적받아갈 수 있다.",5.00
3760,초급중국어,정민경,23375,"교수님 매우 열정적이시고, 학생들에게 맞춰주시려고 노력하시는 느낌이 듬. 시험은 쉬운편은 아닌듯. 그래도 중국어를 난생 처음배웠는데 흥미가 느껴졌음. 최고의 교수님이라고 생각!",4.00
3761,초급중국어,정민경,23375,교수님 열정 대단하시고 학생들에 대한 애정도 되게 많으셔서 수업 재밌음 그러나 문제는 어려움  학점 따기 쉽지는 않은듯,3.00
3762,초급중국어,정민경,23375,"교수님이 매우 열정적이시고,  차근차근 알려주심.",4.00
3763,초급중국어,정민경,23375,기말이 중간에 비해 어려웠음 ㅠ 그래도 공부하면 어느정도 성적받을 수 있다고 생각함. 교수님은 좋음,4.00
3764,초급중국어,정민경,23375,교수님 진짜 좋으심. 착하고 학생 배려해주시는 모습이 느껴진다 성적도 잘 주시는 편!,5.00
3765,초급중국어,정민경,23375,교수님이 너무 친절하고 재밌게 알려주셔서 중국어 처음 배우는데도 재밌게 배웠던 것 같다. 시험은 생각보다 쉬워서 공부만 열심히 하면 앵간히 점수 잘 받을 수 있을 것 같다.,5.00
3766,초급중국어,정민경,23375,열정적이시고 수업이 재미있으시나 점수 받기 어려울듯,3.00
3767,초급중국어,정민경,23375,교수님 사랑해요ㅜㅠㅠㅠㅜㅠㅠㅠㅠㅠㅜㅠㅠㅠㅠㅠㅠ,5.00
3768,초급중국어,정민경,23375,진짜 너어어어무 좋아요 교수님도 너무 좋고 수업도 열정적으로 해주세요 코로나로 대면이 안되는 상황에서 가장 학생들을 위해 힘써주시는 분입니다,3.00
3769,초급중국어,정민경,23375,교수님이 진짜 착하고 유쾌하신 분임 수업도 너무 재밌었음 대학교 들어와서 웃으면서 강의 들은건 이게 처음인듯 시험은 다른 반에 비하면 어렵게 나오는 편인것 같았음 근데 난이도 자체는 쉬운 편이라 애들이 다 잘 봄 개인적으로 한자 하나도 모르는 사람이라 난 학점 그렇게 잘 받진 못했음 ㅎ.. 그래도 진짜 추천함 교수님이 너무 좋으심 ㅠ ㅠ,5.00
3770,초급중국어,정민경,23375,처음엔 귀찮다 생각했는데 수강생들 하나하나 신경써주시거보고 감동하고나서는 수업하나하나가 재밌었다. 다른 수업에 비해 그닥 어렵지도 않아서 편한마음으로 들어서 좋았다. 다만 시험이 쉬워서 변별력이 떨어졌다. 평가는 말하기 한번 있고 중간기말있음.,5.00
3771,초급중국어,정민경,23375,교수님이 열정있게 수업을 잘 이끌어가십니다.  중국어를 처음 배우는 사람이라면 수업 후에 조금 복습하면 충분히 따라갈 수 있어요.  근데 생각보다 중국어 배운 사람이 많아서 학점 받기 아주 좋진 않았네요.,5.00
3772,초급중국어,정민경,23375,교수님께서 학생들에게 이해와 흥미를 높여주기 위해 다양한 방법을 시도해보고 그만큼 학생들 생각을  많이 하시는 것 같다. 모든 학생들의 이름을 외우고 계시며 출석 명단을 보지 않고 출석 체크를 하실 정도로 학생들에 대한 애착이 깊으시다. 수업 또한 전혀 지루하지 않고 시험기간엔 원하는 학생에 한해 복습 강의 해주신다. 최고,5.00
3773,초급중국어,정민경,23375,교수님이 진짜 학생들을 배려해주시고 좋으신 분이다. 수업도 재밌게 하시려고 노력하시는 게 보였고 편하게 들을 수 있는 과목이었다. 거의 모든 학생들한테 쁠 붙여주신 것 같다.. 천사교수님..대신 시험이 어려운 편은 아니라 에이와 비의 간격이 정말 좁아 억울할 수 있고 에이쁠 받으려면 정말 90점대 후반..? 중후반 정도 받아야 한다.,4.00
3774,초급중국어,정민경,23375,선생님같은 교수님이십니다 학생들 걱정많이 해주시고 친근하게 분위기 형성을 해주셔서 수업가는 부담이 유일하게 없는 수업이었습니다 한학기동안 정말 재밌게 수업받았고 중국어도 실용적으로 잘 가르쳐주셔서 중국어 실력이 조금은 상승한것같아요,5.00
3775,초급중국어,정민경,23375,잘가르치시는 편은 아닌거 같아요. 과제는 없고 중간 기말 말하기 시험으로 되어있어요. 중간 기말은 그냥 교과서 외우시면 돼요. 말하기 시험은 쉬워요. 수업은 2시간 거의 꽉 채우십니다.,4.00
3776,초급중국어,정민경,23375,교수님이 최대한 재밌게 가르쳐주시려고 엄청 노력하심. 그래서 수업에 재밌게 참여할 수 있었음시험도 교과서랑 프린트 외우면 웬만하게 잘 볼 수 있음,5.00
3777,초급중국어,정민경,23375,강의평 처음쓰는데 이 교수님은 강의평 꼭 쓰고싶었음밑에 사람 말처럼 친한 누나/언니 느낌 시험은 쉬워서 공부 많이 해야 학점 딸 수 있는데 그냥 교과서 외우면 됨 수업시간 잘 듣고 전날 공부로 커버가능 한자랑 병음 외우는 건 중국어니까 어쩔 수 없는 듯 그래도 한자보다는 병음위주로 많이 나옴 그리고 말하기 시험 한 번 보는데 그것도 교과서에 있는 병음 읽을 줄 알면됨 수업시간 정말 즐거움 중급중국어 듣고싶은 마음 들게하는 교수님,5.00
3778,초급중국어,정민경,23375,"2학기 교수님들 중 최고였음 공대고 중국이나 중국어 전혀 관심없었는데 정말 재밌게 수업들었음 2시간 수업이고 수업 꽉꽉채워서 5분쉬는시간에 보통 45-50분에 끝내주시긴 하는데, 수업만 하는게 아니라 중국에 대한 이야기도 많이 해주시고 노래같은 거도 틀어주심! 그냥 교수님 얘기 들으면서 웃고 하라는거 하면 두시간 순삭 ㅎㅎ 중간 기말보고 기말에 말하기 평가 있는데 별로 안어려움 시험은 중간기말 합쳐서 200점만점에 190점은 맞아야 에이인듯..? 시험이 쉽고 당일치기로 할 수 있는 분량이라 애들이 잘봄 ㅠㅠ 빡센가 싶지만 정말 도움되는 수업이었음. 그리고 교수님이 이름 다 외우고 계셔서 자거나 폰하면 바로 아심",5.00
3779,초급중국어,정민경,23375,교수님이 정말 착하시고  열정적이시다. 그만큼 수업이 좋고 재밌다. 다만 시험공부는 열심히 해야 성적을 잘 받을 수 있다.,4.00
3780,초급중국어,정민경,23375,"진짜 최고의 교수님,,,교수님이 아니라 친한 언니같다고 느낄 정도로잘해주시고 이름도 다 외워주시고 정말 편안하게 대해주심수업때마다 우리의 집중을 위해 이것저것 준비해오시는게 느껴짐.,,,이번학기에서 이 수업이 가장 좋았음,,,,전혀 졸리지도 않고 오히려 수업시간에 입고리한번더 올리고 재밌게 듣다갈수있음시험은 밑에서 다들 어렵다고 했지만 막상 그렇게 어렵지않음그냥 대충 한어병음이랑 기초상식, 한자 조금 외우면 가볍게 a+ 나옴진짜 이 교수님 수업 들어요 다들 ㅠㅠㅠㅠㅠ중국어라는 언어가 이렇게 재밌었던걸까 라는 생각이 들음 또 수업 듣고 싶지만 못듣는다는게 아쉬울 따름임,,,",5.00
3781,초급중국어,정민경,23375,일단 교수님이 너무 좋다고등학교 시절로 돌아가서 수업받는느낌학생이름 다외우시고 재밌게 수업하시려는게 느껴짐시험은 다른 중국어에 비해 어려운편이지만 공부만한다면 괜찮은거같음열정적으로 수업하셔서 시험공부안한 내가 죄송할 정도였다.,5.00
3782,초급중국어,정민경,23375,수업은 그냥 무난하게 좋음. 수업만 잘 듣고 하루 정도만 공부하면 시험 점수 잘 나올 수 있음.,4.00
3783,초급중국어,정민경,23375,"수업을 잘 하는지는 잘 모르겠지만, 나름 재밌게 얘기도 많이 해주셔서 좋았습니다.대신 시험은 좀 어려웠어요.",4.00
3784,IC-PBL과비전설계,한미정,23377,모이는 것도 두번이고 과제도 없고 최고의 교수님,5.00
3785,IC-PBL과비전설계,한미정,23377,일학년 피비엘로 최고의 교수님모이는 것도 과제도 없고 그냥 학기초 한번 학기말 한번 끝,5.00
3786,아카데믹글쓰기,조은정,23391,에이플은 받았지만 내가 왜 받았는지 알 수 없음.. 마찬가지로 낮은 성적 받은 사람도 자신이 왜 낮은 성적인지 알 수 없을듯. 라떼는 중간 중간 과제에 대한 점수도 안알려주고 마지막에 성적만 발표해서 피드백도 못 받고 한학기 내내 글만 쓰다 끝났음.. 뭘 배운건지 뭘 고친건지 전혀 알 수 없었음.. 그냥 열심히 써감.. 근데 교수님한테 지적당하거나 감점 당해도 에이플 받는데는 문제 없는 듯.. 영상에서 대놓고 까였지만 성적은 잘 나옴. 확실한 에이플이 필요한 학미새 학우분들은 이 강의 비추함.. 무슨 성적 나올지 예측불가.,4.00
3787,아카데믹글쓰기,조은정,23391,아직 수업을 다 들은건 아니지만.. 전 논술도 준비했고 나름대로 글 잘 쓴다고 생각해왔는데 너무 점수를 주관적으로 주세요... 문과였는데(지금은 공대) 점수 따기 힘듭니다ㅠ 너무 채점이 편파적인듯 하네요...,3.00
3788,아카데믹글쓰기,조은정,23391,평소에 글이라곤 전혀 쓰지 않아서 걱정했는데 강의들으면서 과제하다보니 생각보다 해 볼 만했음. 학점도 잘 주시고 수업이랑 과제만 잘 따라가면 A+나옴,5.00
3789,아카데믹글쓰기,조은정,23391,진짜진짜 학점 잘주심 글쓰기 과제가 꽤 있긴 한데 조건 보고 열심히 쓰면 되는듯 글쓰기 기본이 되어있는 사람이라면 추천추천추천추천!!!!,5.00
3790,아카데믹글쓰기,조은정,23391,강의 내용도 쉽고 교수님도 잘 가르치시는 듯. 다만 당연히 글쓰기 수업인지라 작문으로 모든걸 평가(출석 제외)하시기에 글쓸 때 신경좀 써야할 것 같네요,4.00
3791,아카데믹글쓰기,조은정,23391,나는 글을 진짜 망나니같이 쓴다고 친구들이 놀리던 사람이었는데... 나자신도 한번도 글을 잘쓴다고 생각해본적 없었믄데 어찌 에이플이 나온거지...? 교수님 점수 엄청 후하게 주시는듯. 평소 과제로 내주시는 글쓰기 부담없고 중간 기말 글쓰기도 점수비중이 작아서 부담이 적음.,5.00
